Scenario,Move,FarLot,FarLoss,HarvestNet,Reserve,Coverage,Deficit,RecoveryPL,ReserveCatchUpRatio,Law1,Law2,LotStep,CostMultiplier
93,100,1,100.0,0,0.0,0.0,100.0,-353.0,2.34,PASS,PASS,0.1,2
93,200,1,200.0,45.4,40.86,40.86,159.14,-193.0,2.34,PASS,PASS,0.1,2
93,500,1,500.0,825.4,742.86,742.86,-242.86,287.0,2.34,PASS,PASS,0.1,2
94,10,2,20.0,0,0.0,0.0,20.0,-1153.0,2.34,PASS,PASS,0.001,2
94,20,2,40.0,0,0.0,0.0,40.0,-1121.0,2.34,PASS,PASS,0.001,2
94,50,2,100.0,0,0.0,0.0,100.0,-1025.0,2.34,PASS,PASS,0.001,2
94,100,2,200.0,0,0.0,0.0,200.0,-865.0,2.34,PASS,PASS,0.001,2
94,200,2,400.0,0,0.0,0.0,400.0,-545.0,2.34,PASS,PASS,0.001,2
94,500,2,1000.0,1503.8,1353.42,1353.42,-353.42,415.0,2.34,PASS,PASS,0.001,2
95,10,5,50.0,0,0.0,0.0,50.0,-3281.0,2.34,PASS,PASS,0.01,2
95,20,5,100.0,0,0.0,0.0,100.0,-3201.0,2.34,PASS,PASS,0.01,2
95,50,5,250.0,0,0.0,0.0,250.0,-2961.0,2.34,PASS,PASS,0.01,2
95,100,5,500.0,0,0.0,0.0,500.0,-2561.0,2.34,PASS,PASS,0.01,2
95,200,5,1000.0,0,0.0,0.0,1000.0,-1761.0,2.34,PASS,PASS,0.01,2
95,500,5,2500.0,3391.0,3051.9,3051.9,-551.9,639.0,2.34,PASS,PASS,0.01,2
96,10,10,100.0,0,0.0,0.0,100.0,-7361.0,2.34,PASS,PASS,0.1,2
96,20,10,200.0,0,0.0,0.0,200.0,-7201.0,2.34,PASS,PASS,0.1,2
96,50,10,500.0,0,0.0,0.0,500.0,-6721.0,2.34,PASS,PASS,0.1,2
96,100,10,1000.0,0,0.0,0.0,1000.0,-5921.0,2.34,PASS,PASS,0.1,2
96,200,10,2000.0,0,0.0,0.0,2000.0,-4321.0,2.34,PASS,PASS,0.1,2
96,500,10,5000.0,6043.0,5438.7,5438.7,-438.7,479.0,2.34,PASS,PASS,0.1,2
97,10,0.01,0.1,0,0.0,0.0,0.1,-4.36,2.34,PASS,PASS,0.001,2
97,20,0.01,0.2,0,0.0,0.0,0.2,-4.2,2.34,PASS,PASS,0.001,2
97,50,0.01,0.5,0,0.0,0.0,0.5,-3.72,2.34,PASS,PASS,0.001,2
97,100,0.01,1.0,0,0.0,0.0,1.0,-2.92,2.34,PASS,PASS,0.001,2
97,200,0.01,2.0,0.944,0.8496,0.8496,1.1504,-1.32,2.34,PASS,PASS,0.001,2
97,500,0.01,5.0,8.744,7.8696,7.8696,-2.8696,3.48,2.34,PASS,PASS,0.001,2
98,10,0.05,0.5,0,0.0,0.0,0.5,-21.8,2.34,PASS,PASS,0.01,2
98,20,0.05,1.0,0,0.0,0.0,1.0,-21.0,2.34,PASS,PASS,0.01,2
98,50,0.05,2.5,0,0.0,0.0,2.5,-18.6,2.34,PASS,PASS,0.01,2
98,100,0.05,5.0,0,0.0,0.0,5.0,-14.6,2.34,PASS,PASS,0.01,2
98,200,0.05,10.0,4.48,4.032,4.032,5.968,-6.6,2.34,PASS,PASS,0.01,2
98,500,0.05,25.0,43.48,39.132,39.132,-14.132,17.4,2.34,PASS,PASS,0.01,2
99,10,0.1,1.0,0,0.0,0.0,1.0,-38.4,1.8,PASS,PASS,0.1,2
99,20,0.1,2.0,0,0.0,0.0,2.0,-37.4,1.8,PASS,PASS,0.1,2
99,50,0.1,5.0,0,0.0,0.0,5.0,-34.4,1.8,PASS,PASS,0.1,2
99,100,0.1,10.0,0,0.0,0.0,10.0,-29.4,1.8,PASS,PASS,0.1,2
99,200,0.1,20.0,0.6,0.54,0.54,19.46,-19.4,1.8,PASS,PASS,0.1,2
99,500,0.1,50.0,60.6,54.54,54.54,-4.54,10.6,1.8,PASS,PASS,0.1,2
100,10,0.5,5.0,0,0.0,0.0,5.0,-289.0,2.34,PASS,PASS,0.001,2
100,20,0.5,10.0,0,0.0,0.0,10.0,-281.0,2.34,PASS,PASS,0.001,2
100,50,0.5,25.0,0,0.0,0.0,25.0,-257.0,2.34,PASS,PASS,0.001,2
100,100,0.5,50.0,0,0.0,0.0,50.0,-217.0,2.34,PASS,PASS,0.001,2
100,200,0.5,100.0,0,0.0,0.0,100.0,-137.0,2.34,PASS,PASS,0.001,2
100,500,0.5,250.0,375.2,337.68,337.68,-87.68,103.0,2.34,PASS,PASS,0.001,2
