TestID,RunGroup,StartLot,BigRatio,SmallRatio,CloseBigOnSmall,RemainBigOnSmall,CloseFarShare,ReserveShare,SmallReserveShare,InitialTriggerPoints,BigMoveStartPoints,BigMoveStepPoints,FarDistancePoints,GeometryMode,ATRPeriod,ATRTimeframe,InitialMultiplier,ATRBigStartMultiplier,ATRStepMultiplier,ATRFarMultiplier,MaxHarvestLevels,FullCycleCompleted,LevelsUsed,TotalPositionsOpened,TotalPositionsClosed,RecoveryPL,ReserveCoverage,TotalClosedFarLot,RemainingFarLot,MaxFarLot,MaxBigLot,MaxSmallLot,MaxOpenPositions,FinalState,StopReason,Score,Rank
212,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,240,40,220,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,7.38684202,1.210532,0.87,0.13,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-356415.0783798,190
213,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,240,40,275,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,7.38684202,1.210532,0.87,0.13,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-356415.0783798,191
214,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,240,40,350,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,7.38684202,1.210532,0.87,0.13,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-356415.0783798,192
215,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,240,60,180,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,19.82867542,1.81630763,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-354230.0824828,145
216,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,240,60,220,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,19.82867542,1.81630763,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-354230.0824828,146
217,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,240,60,275,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,19.82867542,1.81630763,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-354230.0824828,147
218,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,240,60,350,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,19.82867542,1.81630763,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-354230.0824828,148
219,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,240,80,180,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,29.66524958,2.83189012,0.94,0.06,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-352530.1584922,108
220,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,240,80,220,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,29.66524958,2.83189012,0.94,0.06,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-352530.1584922,109
221,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,240,80,275,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,29.66524958,2.83189012,0.94,0.06,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-352530.1584922,110
222,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,240,80,350,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,29.66524958,2.83189012,0.94,0.06,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-352530.1584922,111
223,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,240,100,180,0,14,0,1.0,1.0,0.4,1.3,16,YES,3,8,11,3.83637153,1.10153021,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-246961.4832637,13
224,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,240,100,220,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,3.83637153,1.10153021,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-246961.4832637,14
225,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,240,100,275,0,14,0,1.0,1.0,0.4,1.3,8,YES,3,8,11,3.83637153,1.10153021,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-246961.4832637,15
226,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,240,100,350,0,14,0,1.0,1.0,0.4,1.3,12,YES,3,8,11,3.83637153,1.10153021,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-246961.4832637,16
227,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,40,180,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,13.98665805,1.47111175,0.89,0.11,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-355323.0222445,169
228,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,40,220,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,13.98665805,1.47111175,0.89,0.11,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-355323.0222445,170
229,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,40,275,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,13.98665805,1.47111175,0.89,0.11,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-355323.0222445,171
230,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,40,350,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,13.98665805,1.47111175,0.89,0.11,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-355323.0222445,172
231,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,60,180,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,26.13515002,2.38334219,0.93,0.07,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353110.3142808,121
232,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,60,220,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,26.13515002,2.38334219,0.93,0.07,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353110.3142808,122
233,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,60,275,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,26.13515002,2.38334219,0.93,0.07,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353110.3142808,123
234,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,60,350,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,26.13515002,2.38334219,0.93,0.07,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353110.3142808,124
235,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,80,180,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,32.99571399,3.44506377,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-351935.5364831,89
236,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,80,220,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,32.99571399,3.44506377,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-351935.5364831,90
237,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,80,275,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,32.99571399,3.44506377,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-351935.5364831,91
238,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,80,350,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,32.99571399,3.44506377,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-351935.5364831,92
239,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,16,YES,3,8,11,10.28136848,1.31744782,0.88,0.12,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-245875.4415332,3
240,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,220,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,10.28136848,1.31744782,0.88,0.12,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-245875.4415332,4
241,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,275,0,14,0,1.0,1.0,0.4,1.3,8,YES,3,8,11,10.28136848,1.31744782,0.88,0.12,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-245875.4415332,5
242,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,350,0,14,0,1.0,1.0,0.4,1.3,12,YES,3,8,11,10.28136848,1.31744782,0.88,0.12,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-245875.4415332,6
243,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,40,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,7,16,23,12.9013304,1.79668366,0.94,0.06,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-682801.31833,366
244,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,40,220,0,14,0,1.0,1.0,0.4,1.3,8,YES,7,16,23,12.9013304,1.79668366,0.94,0.06,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-682801.31833,367
245,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,40,275,0,14,0,1.0,1.0,0.4,1.3,12,YES,7,16,23,12.9013304,1.79668366,0.94,0.06,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-682801.31833,368
246,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,40,350,0,14,0,1.0,1.0,0.4,1.3,16,YES,7,16,23,12.9013304,1.79668366,0.94,0.06,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-682801.31833,369
247,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,60,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,6,14,20,12.88503365,1.7956773,0.94,0.06,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-572801.5819335,342
248,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,60,220,0,14,0,1.0,1.0,0.4,1.3,8,YES,6,14,20,12.88503365,1.7956773,0.94,0.06,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-572801.5819335,343
249,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,60,275,0,14,0,1.0,1.0,0.4,1.3,12,YES,6,14,20,12.88503365,1.7956773,0.94,0.06,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-572801.5819335,344
250,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,60,350,0,14,0,1.0,1.0,0.4,1.3,16,YES,6,14,20,12.88503365,1.7956773,0.94,0.06,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-572801.5819335,345
251,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,80,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,5,12,17,12.39613128,1.76548658,0.94,0.06,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-462809.4900292,278
252,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,80,220,0,14,0,1.0,1.0,0.4,1.3,8,YES,5,12,17,12.39613128,1.76548658,0.94,0.06,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-462809.4900292,279
253,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,80,275,0,14,0,1.0,1.0,0.4,1.3,12,YES,5,12,17,12.39613128,1.76548658,0.94,0.06,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-462809.4900292,280
254,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,80,350,0,14,0,1.0,1.0,0.4,1.3,16,YES,5,12,17,12.39613128,1.76548658,0.94,0.06,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-462809.4900292,281
255,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,100,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,5,12,17,18.74470581,2.73628615,0.96,0.04,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-461648.9243269,261
256,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,100,220,0,14,0,1.0,1.0,0.4,1.3,8,YES,5,12,17,18.74470581,2.73628615,0.96,0.04,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-461648.9243269,262
257,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,100,275,0,14,0,1.0,1.0,0.4,1.3,12,YES,5,12,17,18.74470581,2.73628615,0.96,0.04,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-461648.9243269,263
258,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,100,350,0,14,0,1.0,1.0,0.4,1.3,16,YES,5,12,17,18.74470581,2.73628615,0.96,0.04,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-461648.9243269,264
259,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,40,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,6,14,20,9.72704313,1.51485563,0.93,0.07,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-573361.2440057,346
260,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,40,220,0,14,0,1.0,1.0,0.4,1.3,8,YES,6,14,20,9.72704313,1.51485563,0.93,0.07,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-573361.2440057,347
261,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,40,275,0,14,0,1.0,1.0,0.4,1.3,12,YES,6,14,20,9.72704313,1.51485563,0.93,0.07,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-573361.2440057,348
262,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,40,350,0,14,0,1.0,1.0,0.4,1.3,16,YES,6,14,20,9.72704313,1.51485563,0.93,0.07,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-573361.2440057,349
263,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,60,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,5,12,17,9.52876605,1.50436076,0.93,0.07,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-463364.2762635,282
264,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,60,220,0,14,0,1.0,1.0,0.4,1.3,8,YES,5,12,17,9.52876605,1.50436076,0.93,0.07,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-463364.2762635,283
265,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,60,275,0,14,0,1.0,1.0,0.4,1.3,12,YES,5,12,17,9.52876605,1.50436076,0.93,0.07,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-463364.2762635,284
266,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,60,350,0,14,0,1.0,1.0,0.4,1.3,16,YES,5,12,17,9.52876605,1.50436076,0.93,0.07,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-463364.2762635,285
267,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,80,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,5,12,17,15.89635346,2.17795899,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-462233.2405664,269
268,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,80,220,0,14,0,1.0,1.0,0.4,1.3,8,YES,5,12,17,15.89635346,2.17795899,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-462233.2405664,270
269,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,80,275,0,14,0,1.0,1.0,0.4,1.3,12,YES,5,12,17,15.89635346,2.17795899,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-462233.2405664,271
270,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,80,350,0,14,0,1.0,1.0,0.4,1.3,16,YES,5,12,17,15.89635346,2.17795899,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-462233.2405664,272
271,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,100,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,3.31056549,1.13628948,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-354463.2653971,149
272,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,100,220,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,3.31056549,1.13628948,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-354463.2653971,150
273,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,100,275,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,3.31056549,1.13628948,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-354463.2653971,151
274,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,100,350,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,3.31056549,1.13628948,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-354463.2653971,152
275,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,40,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,5,12,17,6.70214268,1.31040331,0.92,0.08,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-463911.9382422,286
276,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,40,220,0,14,0,1.0,1.0,0.4,1.3,8,YES,5,12,17,6.70214268,1.31040331,0.92,0.08,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-463911.9382422,287
277,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,40,275,0,14,0,1.0,1.0,0.4,1.3,12,YES,5,12,17,6.70214268,1.31040331,0.92,0.08,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-463911.9382422,288
278,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,40,350,0,14,0,1.0,1.0,0.4,1.3,16,YES,5,12,17,6.70214268,1.31040331,0.92,0.08,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-463911.9382422,289
279,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,60,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,5,12,17,15.69264414,2.16286363,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-462236.7871956,273
280,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,60,220,0,14,0,1.0,1.0,0.4,1.3,8,YES,5,12,17,15.69264414,2.16286363,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-462236.7871956,274
281,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,60,275,0,14,0,1.0,1.0,0.4,1.3,12,YES,5,12,17,15.69264414,2.16286363,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-462236.7871956,275
282,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,60,350,0,14,0,1.0,1.0,0.4,1.3,16,YES,5,12,17,15.69264414,2.16286363,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-462236.7871956,276
283,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,80,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,6.67498144,1.30914536,0.92,0.08,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353912.3356496,133
284,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,80,220,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,6.67498144,1.30914536,0.92,0.08,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353912.3356496,134
285,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,80,275,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,6.67498144,1.30914536,0.92,0.08,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353912.3356496,135
286,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,80,350,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,6.67498144,1.30914536,0.92,0.08,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353912.3356496,136
287,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,100,180,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,15.76054725,2.16789541,0.95,0.05,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-352235.6049865,100
