TestID,RunGroup,CandidateStatus,StartLot,BigRatio,SmallRatio,CloseBigOnSmall,RemainBigOnSmall,CloseFarShare,ReserveShare,SmallReserveShare,InitialTriggerPoints,BigMoveStartPoints,BigMoveStepPoints,FarDistancePoints,GeometryMode,ATRPeriod,ATRTimeframe,ATRInitialMultiplier,ATRBigStartMultiplier,ATRStepMultiplier,ATRFarMultiplier,MaxHarvestLevels,MaxReverseCycles,MinProjectedReserveCoverage,MaxSpreadPoints,MaxMarginPercent,MaxDrawdownPercent,MaxManagedPositions,FullCycleCompleted,BigLevelsUsed,BigPositionsOpened,SmallPositionsOpened,FarPositionsOpened,MaxBigLevel,RecoveryPL,ReserveCoverage,RemainingFarLot,MaxFarLot,MaxBigLot,MaxSmallLot,MaxOpenPositions,DrawdownProxy,MarginProxy,CycleDurationBarsProxy,FinalState,EndReason,Score,Rank
342,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,7.16187651,1.10891367,0.15,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,521691.2480141,26
343,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.79014782,1.49870242,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417602.4251022,225
344,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.86076706,1.47850055,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417593.0303596,242
345,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.86076706,1.47850055,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417593.0303596,243
346,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.27,0.4,0.6,0.75,0.25,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,6.57573691,1.07789575,0.2,1.0,1.1,0.3,3,391.89655172,2.4,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,517609.8776581,184
347,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.27,0.4,0.6,0.75,0.25,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,10.47065913,1.12570925,0.19,1.0,1.1,0.3,3,391.89655172,2.4,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,518472.7336303,167
348,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.27,0.4,0.6,0.75,0.25,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,10.47065913,1.12570925,0.19,1.0,1.1,0.3,3,391.89655172,2.4,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,518472.7336303,168
349,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.27,0.4,0.6,0.8,0.2,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,31.84384114,1.67612457,0.1,1.0,1.1,0.3,3,391.89655172,2.4,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,416161.6731104,311
350,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.27,0.4,0.6,0.8,0.2,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,1.29613451,1.01847893,0.16,1.0,1.1,0.3,3,391.89655172,2.4,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520727.3732241,71
351,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.27,0.4,0.6,0.8,0.2,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,1.29613451,1.01847893,0.16,1.0,1.1,0.3,3,391.89655172,2.4,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520727.3732241,72
352,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.27,0.4,0.6,0.85,0.15,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,14.45684313,1.34106113,0.09,1.0,1.1,0.3,3,391.89655172,2.4,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,416620.2714103,303
353,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.27,0.4,0.6,0.85,0.15,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,17.9375564,1.45507856,0.08,1.0,1.1,0.3,3,391.89655172,2.4,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417512.087258,272
354,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.27,0.4,0.6,0.85,0.15,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,17.9375564,1.45507856,0.08,1.0,1.1,0.3,3,391.89655172,2.4,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417512.087258,273
355,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.25,0.4,0.6,0.75,0.25,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,17.25417954,1.2271021,0.18,1.0,1.11,0.28,3,392.09655172,2.39,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,519391.2652594,150
356,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.25,0.4,0.6,0.75,0.25,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,20.74847343,1.27840951,0.17,1.0,1.11,0.28,3,392.09655172,2.39,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520251.8619033,114
357,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.25,0.4,0.6,0.75,0.25,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,20.74847343,1.27840951,0.17,1.0,1.11,0.28,3,392.09655172,2.39,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520251.8619033,115
358,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.25,0.4,0.6,0.8,0.2,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,7.91695907,1.12504504,0.15,1.0,1.11,0.28,3,392.09655172,2.39,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,521646.8645247,43
359,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.25,0.4,0.6,0.8,0.2,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,11.95746556,1.19483094,0.14,1.0,1.11,0.28,3,392.09655172,2.39,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,522522.1625396,1
360,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.25,0.4,0.6,0.8,0.2,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,11.95746556,1.19483094,0.14,1.0,1.11,0.28,3,392.09655172,2.39,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,522522.1625396,2
361,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.25,0.4,0.6,0.85,0.15,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.99793133,1.50421713,0.08,1.0,1.11,0.28,3,392.09655172,2.39,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417547.2602923,263
362,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,23.19217045,1.67244448,0.07,1.0,1.11,0.28,3,392.09655172,2.39,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,418473.3163585,199
363,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,23.19217045,1.67244448,0.07,1.0,1.11,0.28,3,392.09655172,2.39,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,418473.3163585,200
364,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.25,0.4,0.6,0.75,0.25,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,17.25417954,1.2271021,0.18,1.0,1.11,0.28,3,392.09655172,2.39,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,519391.2652594,151
365,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.25,0.4,0.6,0.75,0.25,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,20.74847343,1.27840951,0.17,1.0,1.11,0.28,3,392.09655172,2.39,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520251.8619033,116
366,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.25,0.4,0.6,0.75,0.25,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,20.74847343,1.27840951,0.17,1.0,1.11,0.28,3,392.09655172,2.39,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520251.8619033,117
367,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.25,0.4,0.6,0.8,0.2,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,7.91695907,1.12504504,0.15,1.0,1.11,0.28,3,392.09655172,2.39,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,521646.8645247,44
368,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.25,0.4,0.6,0.8,0.2,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,11.95746556,1.19483094,0.14,1.0,1.11,0.28,3,392.09655172,2.39,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,522522.1625396,3
369,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.25,0.4,0.6,0.8,0.2,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,11.95746556,1.19483094,0.14,1.0,1.11,0.28,3,392.09655172,2.39,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,522522.1625396,4
370,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.25,0.4,0.6,0.85,0.15,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.99793133,1.50421713,0.08,1.0,1.11,0.28,3,392.09655172,2.39,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417547.2602923,264
371,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,23.19217045,1.67244448,0.07,1.0,1.11,0.28,3,392.09655172,2.39,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,418473.3163585,201
372,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,23.19217045,1.67244448,0.07,1.0,1.11,0.28,3,392.09655172,2.39,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,418473.3163585,202
373,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.27,0.4,0.6,0.75,0.25,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,11.05326779,1.13782768,0.19,1.0,1.11,0.3,3,392.89655172,2.41,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,518424.6189319,175
374,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.27,0.4,0.6,0.75,0.25,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,15.09757686,1.19132934,0.18,1.0,1.11,0.3,3,392.89655172,2.41,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,519291.8128526,156
375,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.27,0.4,0.6,0.75,0.25,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,15.09757686,1.19132934,0.18,1.0,1.11,0.3,3,392.89655172,2.41,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,519291.8128526,157
376,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.27,0.4,0.6,0.8,0.2,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,2.4868834,1.03682432,0.16,1.0,1.11,0.3,3,392.89655172,2.41,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520688.453408,79
377,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.27,0.4,0.6,0.8,0.2,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,1.93279405,1.02755576,0.16,1.0,1.11,0.3,3,392.89655172,2.41,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520678.2782345,81
378,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.27,0.4,0.6,0.8,0.2,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,1.93279405,1.02755576,0.16,1.0,1.11,0.3,3,392.89655172,2.41,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520678.2782345,82
379,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.27,0.4,0.6,0.85,0.15,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.96615268,1.5033737,0.08,1.0,1.11,0.3,3,392.89655172,2.41,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417486.5207908,280
380,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.27,0.4,0.6,0.85,0.15,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.24637973,1.46291345,0.08,1.0,1.11,0.3,3,392.89655172,2.41,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417459.0929363,282
381,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.11,0.27,0.4,0.6,0.85,0.15,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.24637973,1.46291345,0.08,1.0,1.11,0.3,3,392.89655172,2.41,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417459.0929363,283
382,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,90,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,17.49863073,1.23031961,0.18,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,519455.3185263,139
383,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,100,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,21.77381035,1.2921678,0.17,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520328.9944175,98
384,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,100,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,21.77381035,1.2921678,0.17,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520328.9944175,99
385,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,90,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,4.3642685,1.06462355,0.16,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520841.126874,57
386,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,100,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,7.16187651,1.10891367,0.15,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,521691.2480141,27
387,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,100,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,7.16187651,1.10891367,0.15,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,521691.2480141,28
388,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,90,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.79014782,1.49870242,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417602.4251022,226
389,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.86076706,1.47850055,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417593.0303596,244
390,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.86076706,1.47850055,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417593.0303596,245
391,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,90,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,17.49863073,1.23031961,0.18,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,519455.3185263,140
392,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,100,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,21.77381035,1.2921678,0.17,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520328.9944175,100
393,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,100,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,21.77381035,1.2921678,0.17,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520328.9944175,101
394,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,90,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,4.3642685,1.06462355,0.16,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520841.126874,58
395,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,100,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,7.16187651,1.10891367,0.15,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,521691.2480141,29
396,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,100,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,7.16187651,1.10891367,0.15,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,521691.2480141,30
397,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,90,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.79014782,1.49870242,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417602.4251022,227
398,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.86076706,1.47850055,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417593.0303596,246
399,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.86076706,1.47850055,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417593.0303596,247
400,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.27,0.4,0.6,0.75,0.25,0.05,190,260,90,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,6.57573691,1.07789575,0.2,1.0,1.1,0.3,3,391.89655172,2.4,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,517609.8776581,185
401,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.27,0.4,0.6,0.75,0.25,0.05,190,260,100,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,10.47065913,1.12570925,0.19,1.0,1.1,0.3,3,391.89655172,2.4,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,518472.7336303,169
402,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.27,0.4,0.6,0.75,0.25,0.05,190,260,100,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,10.47065913,1.12570925,0.19,1.0,1.1,0.3,3,391.89655172,2.4,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,518472.7336303,170
